Steps,Policy/Entropy,Environment/Lesson,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Policy/Curiosity Reward
620000,0.8359306,0.0,-0.2151795,0.14913757,0.0044649267,0.09678073,0.00025389035,0.13727212,0.09617495,-0.4532325024077625,187.37209302325581,-0.4531705975532532,0.25547688194485596
630000,0.8349728,0.0,-0.08075258,0.12411268,0.0022898044,0.09439888,0.0002530991,0.13397354,0.097288124,-0.308763233134928,170.0,-0.30880197493926337,0.2260055698359898
640000,0.71868664,0.0,-0.06575058,0.1225379,0.0036554611,0.09806013,0.00025237512,0.14155826,0.08666675,-0.12112564022927622,151.81967213114754,-0.12110386471279332,0.21025035629568042
650000,0.8462433,0.0,-0.19275339,0.13911518,0.0031110174,0.09791468,0.00025165957,0.20350344,0.114246786,-0.3681041160452878,179.125,-0.38097283852343655,0.29174914640583555
660000,0.81746083,0.0,-0.11786122,0.15450792,0.007564737,0.10176985,0.00025087266,0.16079617,0.103163764,-0.3554204619740351,183.52307692307693,-0.3658958845771849,0.2941959303134354
670000,0.77081215,0.0,0.012792685,0.1456185,0.0067318953,0.10632938,0.0002500745,0.14498246,0.08169273,-0.01374355133694525,140.58461538461538,-0.022482087978949912,0.21319508197215886
680000,0.7670609,0.0,0.085345805,0.16697145,0.004269655,0.10875765,0.00024936855,0.14231724,0.074623905,0.0032694449692913523,134.9041095890411,0.015157625481889054,0.18993920810218598
690000,0.79985094,0.0,0.059097793,0.1575364,0.0033767037,0.09778136,0.00024865987,0.14933017,0.09973103,0.0005974396277073916,134.92207792207793,0.013745580848894622,0.18479157263707174
700000,0.7842768,0.0,0.012125185,0.15898843,0.005300116,0.096748665,0.00024787593,0.13572389,0.084099755,0.0604596314528449,131.4090909090909,0.060459563677961174,0.17703723104557756
710000,0.76140404,0.0,0.09029538,0.14573444,0.0037579872,0.09435694,0.00024706844,0.12501927,0.08848528,-0.0037530485948800672,135.54320987654322,0.008683297410607338,0.1701839625951834
720000,0.68165106,0.0,0.009025448,0.11567424,0.0023085303,0.09491286,0.00024635898,0.11956389,0.07422571,-0.027864695614392775,136.1304347826087,-0.04173336795398167,0.15252599293099983
730000,0.7549057,0.0,-0.1027057,0.099003576,0.0053017614,0.10376072,0.0002456478,0.10031581,0.072545394,-0.2118547937397154,160.46774193548387,-0.23798929347145942,0.16990973174031224
740000,0.77345604,0.0,-0.12058188,0.07854987,0.008807443,0.10099606,0.0002448637,0.10826008,0.07743915,-0.1532130679993539,159.88524590163934,-0.14071509290126064,0.1710957702579758
750000,0.8659781,0.0,-0.018004702,0.09304949,0.0062666996,0.1071008,0.00024409468,0.11336273,0.077319026,-0.12971712788214174,152.34848484848484,-0.14535901317229638,0.15459316517584598
760000,0.8867773,0.0,0.0030662555,0.1247329,0.0031155925,0.09741717,0.00024331766,0.14366189,0.09311889,-0.18623492837364433,155.86885245901638,-0.15534430107132333,0.2026765645924406
770000,0.89780504,0.0,-0.007887375,0.13426885,0.006414394,0.101246595,0.00024262219,0.13544317,0.10436195,-0.062087922563983336,142.77777777777777,-0.0882407778667079,0.18760287795319325
780000,0.9524406,0.0,0.05389112,0.13931727,0.00475265,0.09988952,0.00024189916,0.12667273,0.09271101,0.06848104968608086,127.18987341772151,0.07869580760598183,0.15965772577328607
790000,0.93052536,0.0,0.08355799,0.12621869,0.004923524,0.09450805,0.00024110219,0.14449152,0.1017701,0.1067725877441904,122.08235294117647,0.08808431783354426,0.16697558213070215
800000,0.92835826,0.0,0.18189399,0.108252905,0.0055176094,0.10225351,0.00024038393,0.13870706,0.09121969,0.16708020239632246,115.31645569620254,0.17612914368510246,0.15370486929314212
810000,0.9234193,0.0,0.08520302,0.13365252,0.005395311,0.09545459,0.00023965468,0.13526757,0.092089556,0.02806754642213353,130.9620253164557,0.051751025869876524,0.1638268480383897
820000,0.88867086,0.0,0.10566153,0.13490398,0.0032111437,0.10404308,0.00023887245,0.118978955,0.08662598,0.14687345062288207,117.16455696202532,0.1325708094984293,0.14583399215480314
830000,0.8134606,0.0,0.14533243,0.13865626,0.0054776156,0.10629749,0.00023807949,0.117587134,0.07483061,0.1753442333150736,115.30434782608695,0.17534417982982553,0.1395018760357862
840000,0.78685236,0.0,0.2282641,0.1600806,0.0030677198,0.10043953,0.00023736345,0.1325751,0.089148134,0.3291405496420339,95.55882352941177,0.33128281524687103,0.1436310307160396
850000,0.75779307,0.0,0.26087198,0.17139532,0.006975913,0.100888774,0.00023664166,0.11770501,0.087896354,0.3134352137114749,98.78703703703704,0.3119489349223472,0.12055553351570894
860000,0.7757221,0.0,0.25538227,0.16344474,0.005586544,0.10200298,0.00023585775,0.119188465,0.082892634,0.334424939267542,96.54945054945055,0.3344248975371266,0.11211251704902439
870000,0.85999066,0.0,0.12772368,0.13662173,0.0039574085,0.10057242,0.00023507245,0.14012918,0.10115669,0.0649177342923473,127.61728395061728,0.06525831110775471,0.16751296439906582
880000,0.84372693,0.0,0.16578718,0.11718499,0.010751611,0.09974771,0.00023437348,0.12864074,0.07685959,0.2493451319004902,110.02352941176471,0.2468837007533672,0.13946805612812208
890000,0.7875238,0.0,0.26679802,0.12690441,0.00547962,0.10386044,0.00023367096,0.118003465,0.08290692,0.27864080667721774,104.02912621359224,0.27864076298417395,0.12228455974096522
900000,0.8182856,0.0,0.2879268,0.12993716,0.004226661,0.10075543,0.00023289055,0.11045806,0.05650134,0.35847061515931844,95.6078431372549,0.371894377292973,0.10258955895868453
910000,0.86257994,0.0,0.23134871,0.12646279,0.0050959666,0.09711808,0.0002321036,0.12522516,0.07201827,0.28905800192707987,100.52173913043478,0.2685760722860046,0.12408316967649506
920000,0.9220893,0.0,0.19841766,0.11825274,0.0046362346,0.09709959,0.00023132315,0.11403386,0.073191896,0.2327551375623146,108.9795918367347,0.2328095122867701,0.12762256103035594
930000,0.92918026,0.0,0.16562556,0.113844335,0.009475527,0.10614606,0.00023061922,0.108336635,0.07548362,0.19838639976329764,113.95454545454545,0.21975377642295577,0.1171105675378137
940000,0.94801706,0.0,0.18659034,0.10594691,0.0034275553,0.09583357,0.00022990796,0.12150873,0.07340909,0.29651987161542775,100.30952380952381,0.29650395789316725,0.10929811881699909
950000,0.85815203,0.0,0.18243025,0.1293911,0.00832515,0.10153725,0.00022912638,0.13527724,0.08254324,0.19982133992976442,113.81443298969072,0.18038142495548604,0.14823443479067885
960000,0.8421447,0.0,0.25961548,0.1277028,0.002321486,0.09472483,0.0002283442,0.12820129,0.0763679,0.236631237433609,104.61702127659575,0.24349121702344795,0.1291227144532298
970000,0.83022016,0.0,0.30287144,0.14818609,0.0054022367,0.10372621,0.00022762695,0.12539816,0.07801848,0.3663459349410468,91.41509433962264,0.36634590125308847,0.12456971363445639
980000,0.74281263,0.0,0.33282748,0.13993612,0.0031509008,0.105651475,0.00022691648,0.10450635,0.068464376,0.3879355939649077,89.03361344537815,0.38793556454802763,0.09839825148639433
990000,0.74729633,0.0,0.31645638,0.12935263,0.0034587134,0.10266092,0.0002261368,0.10462276,0.06542256,0.47174244427587836,78.80909090909091,0.4717424192211845,0.08378072378479622
1000000,0.7392397,0.0,0.3294767,0.108175345,0.0034498095,0.097643,0.00022534763,0.10705602,0.05599301,0.35022421451944824,92.77876106194691,0.350224174493182,0.09610457567547538
1010000,0.7966387,0.0,0.31124452,0.1228908,0.0029922388,0.105776645,0.0002246436,0.11037825,0.059064634,0.34730061910938403,92.91964285714286,0.35941439759623894,0.10418174850444
1020000,0.7852309,0.0,0.29208553,0.1340985,0.0033280056,0.10022348,0.00022393542,0.12453173,0.07425071,0.4377242625690997,82.75454545454545,0.42056968455964866,0.09762916731309484
1030000,0.8742816,0.0,0.20498203,0.18271467,0.0039093285,0.10074909,0.00022315385,0.12932506,0.08114186,0.290393010259753,99.94736842105263,0.2966353998829921,0.1296738266585938
1040000,0.9030476,0.0,0.022879113,0.1617857,0.008608956,0.11094143,0.00022236397,0.12405865,0.08156482,0.06401269462348634,131.49367088607596,0.053427315675295316,0.16536744020115107
1050000,0.86480373,0.0,0.19729692,0.12891532,0.0077627674,0.10027168,0.00022157915,0.109808065,0.08047594,0.27934447375333143,104.05555555555556,0.280011095934444,0.11451022218809359
1060000,0.83751786,0.0,0.25914288,0.113464676,0.009710728,0.10670278,0.00022086501,0.12680078,0.07693952,0.36398167713169316,96.01834862385321,0.3682151355526664,0.10895730327306823
1070000,0.89508444,0.0,0.33404785,0.15087655,0.0063344585,0.10640999,0.00022015825,0.110308036,0.088689856,0.41991815580618813,86.8859649122807,0.4199181219987702,0.09721486411351514
1080000,0.915026,0.0,0.28865665,0.14237705,0.005598829,0.099880576,0.00021937935,0.109387025,0.078561544,0.4179629912509376,88.82407407407408,0.4179629581394019,0.09709634304615772
1090000,0.97321844,0.0,0.15397303,0.12280772,0.007502654,0.1024878,0.00021858126,0.109618984,0.080943085,0.2594839006021459,106.01075268817205,0.25259055812721665,0.11296715157147011
1100000,0.9875637,0.0,0.25904793,0.12760955,0.005403217,0.10220026,0.00021786682,0.12469194,0.08383388,0.2693369122806619,104.37234042553192,0.28945388851013587,0.11651062070728933
1110000,1.0130334,0.0,0.20978239,0.15997763,0.0040419404,0.10019493,0.00021716251,0.1280576,0.08445935,0.23733698524301872,105.32608695652173,0.2240609129269918,0.12915521207696168
1120000,0.9595681,0.0,0.225671,0.11675256,0.005216615,0.102161214,0.00021637659,0.11834862,0.08778079,0.28852335796924305,99.33,0.2885233163833618,0.11761788554023951
1130000,0.98067653,0.0,0.26051793,0.12021041,0.0019912918,0.097845264,0.00021560169,0.10873473,0.08832819,0.32004446669792136,95.2,0.3327115261210845,0.10391755464773339
1140000,0.98254305,0.0,0.3162356,0.18895628,0.0027175464,0.1006348,0.00021481812,0.1079198,0.10592775,0.3644637881980642,90.5391304347826,0.35272412336078185,0.09839878843069591
1150000,0.8808167,0.0,0.3082034,0.24583183,0.005238677,0.103961036,0.00021412573,0.102807984,0.07978594,0.4566785893465359,81.33928571428571,0.4527777661611368,0.08683166836245775
1160000,0.84404695,0.0,0.34699324,0.23087402,0.0057651084,0.1040131,0.00021342158,0.104918204,0.083065495,0.4516253639474388,84.47933884297521,0.45508539257955943,0.08747972085233008
1170000,0.85755527,0.0,0.3336754,0.18413922,0.0050354563,0.10572325,0.00021262381,0.108022556,0.07212957,0.4035221448197005,88.38053097345133,0.404114025726653,0.09401201748027745
1180000,0.8364368,0.0,0.31024593,0.15008865,0.0031316697,0.102941,0.00021184927,0.10882038,0.0624336,0.3668187933259653,89.30097087378641,0.38021894208356444,0.09178448816323105
1190000,0.8545637,0.0,0.3140242,0.117487565,0.0041957884,0.104817435,0.00021108033,0.102510214,0.061632417,0.3324216748985788,95.32478632478633,0.33242163214928067,0.09866533323358266
1200000,0.850813,0.0,0.33173624,0.10841851,0.007067322,0.11076479,0.00021038357,0.104568854,0.056472465,0.48866378615164885,79.04347826086956,0.48512279333775504,0.07737124348957941
1210000,0.8986496,0.0,0.38144428,0.098645724,0.00460823,0.10773321,0.00020967785,0.103524245,0.071238555,0.46788253299281246,80.77049180327869,0.45592681615333247,0.07973557888393903
1220000,0.9048696,0.0,0.3453847,0.12659489,0.0044447584,0.10418298,0.00020889782,0.10098902,0.0674793,0.42606544436312443,86.35514018691589,0.44377569199722505,0.08647443674870323
1230000,0.9204831,0.0,0.3181823,0.11857758,0.001820608,0.09876756,0.00020811462,0.1137241,0.07639818,0.3630000221775845,91.51666666666667,0.34725275908907255,0.09591323896117197
1240000,0.97901785,0.0,0.30032998,0.11999793,0.005916314,0.10210059,0.00020733278,0.11426642,0.07632636,0.4197363860587674,87.16363636363636,0.4197363463315097,0.09601516250563277
1250000,0.9651187,0.0,0.33477622,0.12242556,0.0039358754,0.10128467,0.00020661438,0.10936531,0.07695286,0.4147251687102477,88.30701754385964,0.43130115850975637,0.08908718000186541
1260000,0.89936876,0.0,0.35536516,0.122762114,0.0044945134,0.10464058,0.00020590548,0.10640402,0.071724765,0.4679823201747232,81.14159292035399,0.45459880686439247,0.08389920311922257
1270000,0.9145374,0.0,0.38223353,0.12386635,0.003710749,0.105223276,0.00020512729,0.1014479,0.072255686,0.4102655567635261,87.10169491525424,0.4230819051548586,0.08801024854262122
1280000,0.9019381,0.0,0.36932445,0.123033695,0.004377896,0.101717435,0.00020434664,0.105592296,0.06993298,0.4382719490186949,84.60526315789474,0.43824852506319684,0.08431517118343006
1290000,0.9173961,0.0,0.3483127,0.1499131,0.0041075996,0.10546,0.00020363223,0.102326185,0.06599319,0.4377661011520806,82.5701754385965,0.42528694220211194,0.08443487755873282
1300000,0.9583724,0.0,0.36807388,0.145788,0.004735444,0.105489686,0.00020292801,0.10327779,0.07055603,0.432494369005958,83.67796610169492,0.4285868803660075,0.08487463848362876
1310000,0.95306844,0.0,0.34001634,0.1285158,0.0037943777,0.10311947,0.0002021493,0.09646579,0.061844952,0.3627368625857982,92.53508771929825,0.3673188250997792,0.08479659891403887
1320000,0.8997959,0.0,0.3907509,0.11688008,0.0041007753,0.10480185,0.0002013658,0.0956775,0.064602,0.4469482958746335,81.25,0.44694826392264203,0.0767562704779015
1330000,0.8765297,0.0,0.40211535,0.092512265,0.003602308,0.1039721,0.0002005701,0.09747142,0.062407345,0.4089731406439246,86.20967741935483,0.4089731038097412,0.08068521104137143
1340000,0.93755186,0.0,0.31415746,0.08329307,0.004160404,0.10302469,0.0001998693,0.09537695,0.059118897,0.42252085669107536,87.48214285714286,0.4182762600280143,0.08510043896180955
1350000,0.86419135,0.0,0.3989802,0.097637735,0.005223018,0.10428627,0.00019916243,0.10740127,0.066127256,0.4778235507483336,79.10084033613445,0.47427682351257844,0.07615594835794073
1360000,0.9092106,0.0,0.39152256,0.12684427,0.004534009,0.101196684,0.00019837546,0.093759134,0.07464265,0.4378916862808789,83.26666666666667,0.4573085248962907,0.0709943333005702
1370000,0.938279,0.0,0.3528092,0.12785676,0.0047443165,0.10255512,0.00019758986,0.0859661,0.065728925,0.47116241394144154,82.06837606837607,0.45871750429525215,0.07395536370054519
1380000,0.9203737,0.0,0.3798611,0.1326383,0.005421521,0.10072577,0.00019681896,0.0908954,0.0695682,0.4468524813304701,83.9672131147541,0.44582643218276913,0.07330345053779931
1390000,0.9427246,0.0,0.35172042,0.12665316,0.0050840974,0.10698089,0.00019611466,0.097706914,0.06949526,0.4451763058605138,87.09615384615384,0.4602820363182288,0.07914877678446758
1400000,0.9508716,0.0,0.26257944,0.14656593,0.0041972185,0.099943265,0.00019540623,0.09966763,0.07092759,0.27906798656794773,103.90291262135922,0.2607216644055635,0.10407693939988763
1410000,0.916275,0.0,0.34519118,0.16970468,0.0023600317,0.10013811,0.00019463139,0.09615397,0.06975925,0.48641271521780816,77.47619047619048,0.4898666569164821,0.06906099780684426
1420000,0.9269886,0.0,0.37260747,0.17687258,0.0020483977,0.11113107,0.00019385529,0.092048734,0.06554185,0.3995107727598459,88.62903225806451,0.4005306544303894,0.08522613065131009
1430000,0.9316812,0.0,0.37026003,0.15775397,0.0048877443,0.10759528,0.00019308149,0.08911695,0.053409625,0.42863363003904725,86.00826446280992,0.4405388747652372,0.07291155173831308
1440000,0.9043704,0.0,0.32279104,0.1441416,0.0042202026,0.0980655,0.00019238508,0.09319964,0.053399798,0.4873333541391831,80.79629629629629,0.47368805835006433,0.07017862824125028
1450000,0.9180954,0.0,0.36898062,0.13882738,0.0049562086,0.10985756,0.00019167122,0.08987962,0.06274913,0.43782679344285425,86.31496062992126,0.44922750123909544,0.07747450554632537
1460000,0.96714884,0.0,0.3676716,0.13675782,0.0031502761,0.10240297,0.00019087738,0.090054154,0.05639583,0.40762282770511027,87.84210526315789,0.3957251318191227,0.07788831087875
1470000,0.93690735,0.0,0.34398803,0.13006596,0.006014352,0.10583452,0.00019010402,0.09434409,0.06597574,0.5051148620516281,78.65546218487395,0.5006106340584635,0.07003589850623443
1480000,0.9379377,0.0,0.36359516,0.13313906,0.004683984,0.104363956,0.00018932426,0.08786815,0.06302305,0.4640771545034887,81.3801652892562,0.46759835178734827,0.07115200437895465
1490000,0.94682467,0.0,0.3620351,0.13013425,0.005029415,0.1018001,0.00018862278,0.095833726,0.067885,0.4717226868290454,81.12,0.46137977232698535,0.07358572722534787
1500000,0.8734318,0.0,0.4158006,0.11378594,0.005632189,0.104867876,0.00018790612,0.081620574,0.06862451,0.47398601390202255,84.3109243697479,0.4842732138321048,0.0733996129129082
1510000,0.8301758,0.0,0.39405847,0.12330378,0.006605891,0.09976888,0.00018712088,0.08512525,0.059964895,0.49397313705788204,81.15322580645162,0.49397310878961315,0.06698600582463006
1520000,0.8014051,0.0,0.470834,0.13283807,0.005078436,0.10291114,0.00018633761,0.07524134,0.057435654,0.5503148315991793,73.76984126984127,0.5451962286906857,0.05495496065310773
1530000,0.79482865,0.0,0.45977232,0.12639855,0.006796135,0.10302949,0.0001856357,0.088204205,0.059480317,0.49372918663539167,78.78125,0.4994820466408363,0.0630048995748019
1540000,0.7744939,0.0,0.46660033,0.116519436,0.006536481,0.09794213,0.00018492836,0.075655445,0.04859533,0.5652474938577859,73.68181818181819,0.5771959237469971,0.05232276170841553
1550000,0.80002666,0.0,0.43758368,0.1096681,0.0077625075,0.10337827,0.00018415405,0.08118835,0.05683911,0.5321146035876154,76.984375,0.5202377202898957,0.05907951622241169
1560000,0.8398988,0.0,0.31477958,0.109081544,0.008162962,0.099436305,0.00018337695,0.0997197,0.069207415,0.43061776438924493,93.11926605504587,0.4306177201621029,0.08330314807217876
1570000,0.80807596,0.0,0.49673274,0.1241381,0.007349286,0.10544081,0.0001825972,0.08218299,0.056025993,0.5414031273992227,78.66666666666667,0.5388281114865094,0.0647349152204697
1580000,0.81827223,0.0,0.49467996,0.12084646,0.0065860017,0.10734775,0.0001818202,0.08442307,0.051900994,0.5526640510763086,81.02380952380952,0.5674920536222912,0.06366245864358332
1590000,0.79706323,0.0,0.48483834,0.1270431,0.007800347,0.10486299,0.00018111592,0.08163901,0.051787395,0.617695115701577,69.3875968992248,0.605271782554113,0.05352463760914711
1600000,0.7686446,0.0,0.49255884,0.12368289,0.006114495,0.101549104,0.00018041319,0.0766681,0.050199855,0.5533447756068398,74.65753424657534,0.564057457447052,0.05497153835563824
1610000,0.7739374,0.0,0.53533953,0.13141538,0.005538698,0.098386124,0.00017964302,0.07991398,0.052988984,0.639988910642763,64.01333333333334,0.629035545984904,0.04904310901649296
1620000,0.7952721,0.0,0.544765,0.14171287,0.005959156,0.10240724,0.00017886538,0.07186783,0.043842636,0.6526062888399566,62.34228187919463,0.6525422195593517,0.04316382917885979
1630000,0.7518456,0.0,0.5625347,0.12968381,0.00541427,0.09653632,0.00017809516,0.07643394,0.053278647,0.6419497113850601,61.78616352201258,0.6403734206776076,0.0464587697606015
1640000,0.74442345,0.0,0.56010056,0.11733569,0.0049943537,0.09891206,0.00017731506,0.08255718,0.063248575,0.6317414789391944,63.794871794871796,0.6368012869587312,0.04779344306175167
1650000,0.7859249,0.0,0.57198334,0.11994657,0.0073862355,0.096624665,0.0001766188,0.069344,0.049698103,0.6446489416966601,64.11834319526628,0.6434576010562965,0.045978603294923814
1660000,0.773437,0.0,0.56748056,0.10690777,0.006181551,0.10138184,0.00017591452,0.06743534,0.04444091,0.7130256678926974,57.916666666666664,0.7094017196542177,0.036947816501383506
1670000,0.7405644,0.0,0.60204464,0.10038741,0.006245769,0.10092175,0.0001751406,0.07886797,0.050979696,0.6780462136747405,56.873493975903614,0.6791856413829827,0.044862053220433566
1680000,0.74929637,0.0,0.530904,0.09623183,0.0067661353,0.099731386,0.00017436851,0.06912269,0.03928523,0.6424365884218846,65.72258064516129,0.6408052039997918,0.046059033113785765
1690000,0.65293235,0.0,0.5837074,0.077597745,0.006175142,0.101286195,0.00017357792,0.06658177,0.039172713,0.6917716642334872,58.149171270718234,0.6932228438103396,0.03635876368504862
1700000,0.6279748,0.0,0.64162093,0.076911554,0.0058222744,0.094276905,0.00017288573,0.058768027,0.03666822,0.7118276769099545,55.42613636363637,0.7210795555941083,0.033004337420359
1710000,0.60664827,0.0,0.6208071,0.09899889,0.005276452,0.10498134,0.00017218896,0.061615657,0.032773472,0.7315915441032865,53.115606936416185,0.7315915349246449,0.030486878575595646
1720000,0.59874606,0.0,0.6455431,0.106814265,0.004140444,0.097932085,0.00017141194,0.060847808,0.035281897,0.7256459620397615,52.129533678756474,0.7167646170584197,0.0301547502935624
1730000,0.5954345,0.0,0.6518908,0.09611927,0.003908759,0.09859367,0.00017063822,0.05849252,0.038292915,0.7211355544104763,55.010989010989015,0.7306372096854679,0.030807114365762767
1740000,0.5726583,0.0,0.6656176,0.0867617,0.004600699,0.10855452,0.00016986547,0.051689655,0.031225394,0.7595692523850653,50.17948717948718,0.7506171049215855,0.02578242530998511
1750000,0.5343556,0.0,0.6730223,0.084144816,0.0029598526,0.09800404,0.00016909112,0.053251673,0.029655531,0.7217085721904988,52.86910994764398,0.7217295035641855,0.028000347560066828
1760000,0.5516824,0.0,0.6764597,0.08658698,0.005488393,0.104349494,0.00016831447,0.05660075,0.03610254,0.749361972769045,50.33838383838384,0.7581582602226373,0.02622321593302368
1770000,0.49800515,0.0,0.6809005,0.09280242,0.0033996983,0.08930621,0.00016760724,0.04503941,0.025683165,0.7615716948217369,49.55958549222798,0.7517737579469236,0.022975408304434442
1780000,0.5057585,0.0,0.67922217,0.08679362,0.004394344,0.102264784,0.00016690456,0.050557815,0.022125226,0.762834218505606,47.92746113989637,0.772001752940317,0.02148982900204525
1790000,0.46519703,0.0,0.6762724,0.10073004,0.002927258,0.095701024,0.0001661271,0.0595845,0.034997784,0.7332392979291092,52.04455445544554,0.7340361404007879,0.028707473651216977
1800000,0.483523,0.0,0.6912943,0.0915521,0.003772679,0.10350038,0.00016533138,0.054036498,0.027447347,0.78514425177351,45.51442307692308,0.7760400810780433,0.02552044659611196
1810000,0.50371605,0.0,0.65377593,0.09094629,0.0038038832,0.097207166,0.00016462995,0.048976917,0.030692566,0.7706150203861761,47.63,0.7713483533263207,0.023354290153365584
1820000,0.47673383,0.0,0.65375245,0.09678807,0.0039744796,0.09737209,0.0001639234,0.05596109,0.033235367,0.7513462367078406,50.34299516908212,0.7513655591126226,0.026930369631328804
1830000,0.47409314,0.0,0.68948245,0.09111769,0.0022220071,0.10166396,0.00016314953,0.048918594,0.024825498,0.7949229762307368,44.37735849056604,0.7942185736489746,0.020506874837183376
1840000,0.50566715,1.0,0.70067644,0.090955965,0.002956846,0.103831075,0.00016238056,0.04896609,0.02618903,0.68503046027474,43.49771689497717,0.6842201972773315,0.02152567862750911
1850000,0.65201384,1.0,0.18236965,-0.0547441,0.27868545,0.1057407,0.00016161015,0.07811972,0.04503752,-0.10890175913267089,37.2512077294686,-0.09450320498301433,0.027916871606766317
1860000,0.6783236,1.0,0.22238551,-0.06240702,0.01759734,0.09867333,0.00016084305,0.06903759,0.053886794,0.14110079600995537,64.01162790697674,0.13010658583668774,0.05101225764198272
1870000,0.65469456,1.0,0.2539766,-0.002364297,0.021144498,0.0944309,0.00016012414,0.061944358,0.041339632,0.24982619714106152,59.23312883435583,0.24916360440429736,0.03401083718596792
1880000,0.6203382,1.0,0.42192456,0.015005386,0.018642073,0.09964424,0.00015942054,0.060411446,0.045678712,0.4793087340169057,58.17045454545455,0.4772228627545493,0.03311362626031041
1890000,0.6254513,1.0,0.4825513,0.026313728,0.01834089,0.09610028,0.00015864326,0.05610786,0.039202593,0.4516207812894916,58.26946107784431,0.4491506057331361,0.03450395300681422
1900000,0.61659414,1.0,0.44507557,0.03340147,0.012715889,0.10016217,0.00015786625,0.052947156,0.037634175,0.5542805089271718,55.542682926829265,0.5583212880125965,0.02741589451612658
1910000,0.5838248,1.0,0.49484262,0.036071382,0.016400393,0.10460305,0.00015709591,0.057927303,0.04183025,0.5223167792466875,57.64088397790055,0.5218158413692074,0.031199238067544297
1920000,0.5588422,1.0,0.49965778,0.048052855,0.013357465,0.10655876,0.00015632487,0.05124276,0.03719733,0.5116547117745894,58.203592814371255,0.5229381260400761,0.03091846529985527
1930000,0.55542827,1.0,0.45666397,0.06511502,0.016338196,0.09690285,0.00015561373,0.055016402,0.038187,0.48911180964489354,58.13414634146341,0.47816666488240406,0.03036421202350317
1940000,0.52659893,1.0,0.49418163,0.06937733,0.013130769,0.09493575,0.0001549178,0.052337687,0.026673418,0.5071364712590972,60.8187134502924,0.507651072147994,0.03166146287340562
1950000,0.5158978,1.0,0.5197535,0.064014696,0.012209149,0.09995635,0.00015413757,0.043261763,0.032174412,0.6117400999050698,55.904761904761905,0.6107162709037463,0.02312173511988173
1960000,0.4993131,1.0,0.5615905,0.06968045,0.013841882,0.10677508,0.00015335529,0.05419473,0.042925797,0.5689854514517928,56.21311475409836,0.5775248684935806,0.028062012401610117
1970000,0.4709273,1.0,0.5769267,0.08530541,0.0087235095,0.100154,0.00015258056,0.049614996,0.038253598,0.6169516365682226,53.08064516129032,0.6093191615444549,0.023987388961571963
1980000,0.40294656,1.0,0.59819937,0.0866043,0.006291982,0.10213082,0.0001518839,0.045075025,0.03439603,0.709605578175332,49.327777777777776,0.7091166837347879,0.021363592392946076
1990000,0.43083033,1.0,0.63408905,0.072161496,0.0023363533,0.103005365,0.00015118769,0.029513111,0.086965755,0.6852545052997127,57.435483870967744,0.6845878284144146,0.017625428114076375
2000000,0.44662854,1.0,0.6045268,0.046342175,0.0055127414,0.10601888,0.00015041333,0.037317447,0.06645788,0.686396213981456,51.61714285714286,0.6879962071350643,0.019252832059615425
2010000,0.4472522,1.0,0.56663615,0.050142746,0.005946122,0.10011776,0.0001496322,0.04373,0.047077317,0.645883095408034,54.7434554973822,0.6448708735211357,0.020158451094404253
2020000,0.45538783,1.0,0.63519496,0.04796606,0.0071953735,0.10169189,0.00014885669,0.04702918,0.039731298,0.7168673700165973,50.66326530612245,0.7174387936081205,0.022003361880446652
2030000,0.5426893,1.0,0.48931274,0.08880248,0.010678316,0.1046273,0.00014808407,0.049569372,0.039629668,0.5526025874199919,56.41025641025641,0.5534501155470587,0.024187111368426568
2040000,0.5307094,1.0,0.43223253,0.11257957,0.012989136,0.10296737,0.0001473099,0.060476743,0.046785165,0.4316564039197854,68.5246913580247,0.42906832954157953,0.042329654398356904
2050000,0.52961564,1.0,0.53046536,0.10288099,0.012809297,0.09862736,0.00014661365,0.048098996,0.049601167,0.6375297816176455,55.42261904761905,0.6375853225943588,0.02697241869533346
2060000,0.50280744,1.0,0.5397309,0.10451696,0.00786609,0.09587397,0.00014591782,0.0480371,0.05578781,0.6545661284871837,54.68156424581006,0.6555907506081793,0.02581254294556048
2070000,0.5176719,1.0,0.5325953,0.09519146,0.008858355,0.09712259,0.00014514239,0.04861241,0.063336864,0.6461277640003622,56.09580838323353,0.6440888970187216,0.02710859121359659
2080000,0.4619151,1.0,0.588312,0.0941484,0.0077890484,0.102118954,0.00014437086,0.04170111,0.046817996,0.632226334241415,56.77894736842105,0.633469469416204,0.02313096770719279
2090000,0.46015677,1.0,0.5807591,0.08398983,0.008298693,0.10135436,0.00014359776,0.038383674,0.046076365,0.7222321338949149,50.15183246073298,0.7213789586958133,0.018441621317087036
2100000,0.4597059,1.0,0.62924623,0.09327931,0.007594715,0.100193426,0.00014281909,0.036246445,0.059910923,0.7246989448084146,51.736559139784944,0.7248966247640192,0.018496741620415355
2110000,0.4316287,1.0,0.6159882,0.09684617,0.006854046,0.09930226,0.00014211384,0.040677503,0.047744893,0.7009738767302741,48.068627450980394,0.7009869445772732,0.01811615417611
