Steps,Policy/Entropy,Environment/Lesson,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Policy/Curiosity Reward
2120000,0.41391355,1.0,0.6261849,0.101589926,0.0076150177,0.09938172,0.00014141305,0.03930662,0.046206776,0.6805426929537477,49.888888888888886,0.6801229926567633,0.018970833138508485
2130000,0.406541,1.0,0.6834331,0.09211565,0.006052182,0.099385925,0.00014064557,0.031099895,0.038473226,0.7807160691375395,44.611111111111114,0.7811874204791636,0.013465706636691423
2140000,0.42199168,1.0,0.656221,0.08928201,0.007781257,0.09874882,0.00013987818,0.033657275,0.03423522,0.7046366695367612,46.81042654028436,0.7041627324022953,0.014342460679817256
2150000,0.39755425,1.0,0.6366966,0.08916729,0.008026805,0.09501294,0.00013910812,0.035812832,0.034238655,0.717034846567433,47.40298507462686,0.7188059921881452,0.015069835903864372
2160000,0.4120591,1.0,0.64830405,0.094875135,0.010755113,0.10120948,0.00013833532,0.04034837,0.039994724,0.6689517115881658,47.98067632850242,0.6672447821944232,0.01880279555241915
2170000,0.40248907,1.0,0.6755956,0.104681626,0.0056371205,0.10064232,0.00013756324,0.033782043,0.02817687,0.7388280253138683,44.94063926940639,0.7393803199583834,0.013005856661634011
2180000,0.41047215,1.0,0.6509721,0.08789196,0.00667541,0.100392096,0.00013686367,0.032119956,0.036801416,0.7148383024960092,45.62376237623762,0.7139685076860646,0.013756263081392097
2190000,0.4423788,1.0,0.64009374,0.07775486,0.005737256,0.098557554,0.00013616719,0.040925108,0.04064972,0.7201848246924425,52.12435233160622,0.7201917262583817,0.019482790271708152
2200000,0.40580454,1.0,0.6779347,0.0849136,0.0050909393,0.10308071,0.00013539635,0.038574465,0.04412252,0.745338186600295,48.207729468599034,0.7456602140248401,0.017774904156962718
2210000,0.3677205,1.0,0.71349007,0.10350423,0.0044314517,0.09618697,0.00013462135,0.02797698,0.026286954,0.7634858223922851,44.72645739910314,0.763126510062388,0.01279133616688861
2220000,0.367575,1.0,0.67833054,0.091650195,0.006227304,0.0954132,0.00013383893,0.038973782,0.035012387,0.7605326991692624,45.470588235294116,0.7692118401597874,0.015717292642633756
2230000,0.35304832,1.0,0.7013956,0.09083308,0.0051459353,0.10213204,0.00013313233,0.0444592,0.042368237,0.7192196477374289,48.23364485981308,0.7221767623757207,0.020787360570068622
2240000,0.33828354,1.0,0.6750604,0.08715842,0.003824186,0.103843614,0.00013243147,0.027065229,0.043735627,0.7785379747712597,45.76732673267327,0.766892756713499,0.012212565526052719
2250000,0.31983683,1.0,0.6762281,0.08327604,0.003241983,0.11846496,0.00013165017,0.028546149,0.06070561,0.7443145752803558,45.38028169014085,0.744295790721553,0.012621672117881512
2260000,0.31796667,1.0,0.6384322,0.09019717,0.0014465919,0.10153387,0.00013088001,0.030329322,0.066193655,0.7232916884229501,46.57211538461539,0.7238942474986498,0.013493217008474927
2270000,0.3493034,1.0,0.6523256,0.084065266,0.00123114,0.0959579,0.00013010802,0.029919926,0.105554804,0.7408093166002521,49.41826923076923,0.7396071007574238,0.0135996016541019
2280000,0.38427922,1.0,0.6164411,0.08677863,0.0034443946,0.10208495,0.00012933758,0.037661027,0.09680323,0.7294570108617766,50.543010752688176,0.7402616659159301,0.01858106626933741
2290000,0.3778008,1.0,0.6226215,0.08112532,0.002323863,0.10254302,0.00012856783,0.044700705,0.11598985,0.7564444658715441,50.37158469945355,0.7473643169702728,0.02007523087830451
2300000,0.35033047,1.0,0.6255166,0.07880727,0.003758729,0.30568045,0.00012787062,0.037492037,0.13095406,0.7126717921239514,51.76020408163265,0.7128528096349106,0.020944717416993632
2310000,0.35806116,1.0,0.6322472,0.08427563,0.0040887627,0.10403379,0.00012718103,0.034699082,0.10646353,0.6726178692705516,53.11616161616162,0.6714192071948388,0.018803840536022125
2320000,0.36310574,1.0,0.62972873,0.08598512,0.0027498833,0.10130419,0.00012640707,0.028751573,0.10061519,0.7390242039353871,47.47150259067357,0.7391554605157882,0.013928650602109615
2330000,0.36664438,1.0,0.6439264,0.0900311,0.002078373,0.09184493,0.00012562217,0.03881395,0.10799046,0.7286202520171449,48.233830845771145,0.7278550159931183,0.018695894277188926
2340000,0.3981338,1.0,0.64561534,0.09597934,0.0024960092,0.10237561,0.0001248413,0.034534406,0.09917409,0.7338524281211772,49.40298507462686,0.7431940513463756,0.015446967085063532
2350000,0.39567113,1.0,0.61611605,0.09489263,0.0032728384,0.10148628,0.00012413113,0.034623634,0.08383144,0.6795427400756852,50.23618090452261,0.6723116880655289,0.017457189951092005
2360000,0.3624051,1.0,0.6085593,0.1071416,0.004776028,0.10413529,0.00012343116,0.0354384,0.060970493,0.6649691306588399,48.62926829268293,0.6718693013284721,0.016578770211815613
2370000,0.37263283,1.0,0.57667094,0.12261873,0.0027951333,0.09663765,0.00012264543,0.036925994,0.05351246,0.6561266919970512,47.5,0.6490973852353521,0.01783140628059201
2380000,0.3667214,1.0,0.61535174,0.1499377,0.0017792892,0.09450062,0.00012186046,0.030887604,0.06191666,0.7334118830465461,46.4375,0.7323673399328028,0.013401860002771888
2390000,0.38842636,1.0,0.662848,0.15624586,0.0016595721,0.103551604,0.00012107048,0.03176702,0.063862264,0.7797978115610125,44.63507109004739,0.7800695363661689,0.013381586520451506
2400000,0.37080303,1.0,0.6076266,0.15884459,0.0016892967,0.09437349,0.00012037582,0.032201353,0.06855215,0.6984078086224776,51.52284263959391,0.6995219056955492,0.01737372645393315
2410000,0.3642525,1.0,0.64803714,0.17658499,0.00396121,0.09665412,0.00011968294,0.034158833,0.06465576,0.7433541920965161,47.55288461538461,0.7425977837007779,0.014936435357622731
2420000,0.33763435,1.0,0.6348646,0.18353797,0.0019638084,0.09903084,0.00011890898,0.042923693,0.05938969,0.7265463676814716,49.06829268292683,0.7269366104428361,0.019307401980750444
2430000,0.33246478,1.0,0.65749854,0.20756833,0.002830314,0.09221549,0.00011813841,0.028689217,0.06090526,0.7708293722706299,46.73684210526316,0.7732982735314438,0.012664848908505728
2440000,0.35247067,1.0,0.66817373,0.20619008,0.0030316904,0.09574507,0.000117354364,0.04186895,0.07287679,0.735083357176045,49.02,0.7326233533024787,0.0178205651557073
2450000,0.32164773,1.0,0.6776529,0.19511162,0.0027198223,0.09784501,0.00011657941,0.039469376,0.063916706,0.770576690476155,47.63,0.7704366886615753,0.019383549619233234
2460000,0.32418475,1.0,0.68924177,0.1786184,0.0013944248,0.09738423,0.000115811046,0.02624378,0.06830559,0.7806711742255603,45.99103139013453,0.7803303631431854,0.012354402573186186
2470000,0.29406798,1.0,0.6839686,0.18478394,0.0019770318,0.095833,0.000115118484,0.026005654,0.07408552,0.766249245908503,44.59345794392523,0.7667165351248233,0.010526284943748196
2480000,0.3246465,1.0,0.6892938,0.19763981,0.004196382,0.09903046,0.00011441597,0.02794822,0.051175795,0.7880613442284126,44.910377358490564,0.7964786976152122,0.012102036249175031
2490000,0.31492478,1.0,0.69991434,0.19828622,0.0014595749,0.10068051,0.0001136457,0.023433281,0.08187723,0.7723273506245433,45.8018018018018,0.7638535364593626,0.010603070614604705
2500000,0.28347898,1.0,0.71092343,0.19143002,0.0014279617,0.09704216,0.00011287199,0.024643552,0.06231159,0.7712599347860425,44.08370044052864,0.7718649307011508,0.009662455801199711
2510000,0.25969246,1.0,0.725031,0.1732523,0.0013982749,0.091698766,0.00011209208,0.024997825,0.06446684,0.8070117186605849,41.81578947368421,0.8067836518350401,0.009387557686351468
2520000,0.23766977,1.0,0.7070267,0.16608147,0.0033169382,0.095917046,0.000111315865,0.030375132,0.03454238,0.7766142884232754,42.85589519650655,0.7866244804130371,0.011830297036413672
2530000,0.26418713,1.0,0.6926333,0.15290026,0.0026905893,0.10090224,0.000110616806,0.027280604,0.049768463,0.7853485119275071,43.60454545454545,0.7745833643458107,0.012309130979172717
2540000,0.2697526,1.0,0.66728586,0.13675113,0.0035308474,0.09918086,0.00010991471,0.0371703,0.057827156,0.7698483741737332,44.14414414414414,0.7703769074098484,0.017333796875014365
2550000,0.26435152,1.0,0.69103825,0.12717593,0.0018124075,0.09273265,0.00010913719,0.031760667,0.047964193,0.7692144152847845,43.502202643171806,0.7687856381685199,0.012585215787464826
2560000,0.27905267,1.0,0.70009315,0.13778332,0.0041009355,0.094511524,0.000108366876,0.026883435,0.041645415,0.7668296870578589,42.99559471365639,0.7667415857577639,0.01175164565595794
2570000,0.31695774,1.0,0.6827113,0.14155069,0.0039426745,0.0949053,0.00010758479,0.03063337,0.049983837,0.7558241861374673,43.98623853211009,0.7560123220292104,0.013034771945464858
2580000,0.31078053,1.0,0.6634417,0.13921541,0.0033756613,0.09694895,0.00010688447,0.030548666,0.05631096,0.7480597250541181,47.08955223880597,0.7479620719015008,0.01400950743291195
2590000,0.26495603,1.0,0.6706565,0.14589518,0.0078070424,0.112878345,0.00010618948,0.04456816,0.06691538,0.7032991310001567,46.419642857142854,0.7033348486625722,0.01866316163692058
2600000,0.2522903,1.0,0.6590928,0.13857122,0.007441093,0.09673382,0.00010541654,0.035259727,0.047302753,0.7458754117039215,45.070093457943926,0.7464139820531357,0.015919242652003156
2610000,0.23287594,1.0,0.6985147,0.11157017,0.004372937,0.09605803,0.00010464193,0.032212056,0.05828767,0.7933017451663357,42.12068965517241,0.7930346617708991,0.013513434288249193
2620000,0.2195755,1.0,0.7039006,0.10089084,0.003956244,0.09631171,0.000103871,0.023861432,0.05971276,0.7658436815223484,42.123893805309734,0.7771666987543613,0.010170482682163078
2630000,0.22152607,1.0,0.7147327,0.09107746,0.001354838,0.09910752,0.00010310231,0.024233378,0.049505845,0.8031116038249111,42.978813559322035,0.7926130253127066,0.011374802731166957
2640000,0.20812953,1.0,0.71996135,0.07725993,0.0039780024,0.10258506,0.00010232786,0.033422153,0.04270213,0.7927500206722594,42.40677966101695,0.7927500306297157,0.011513858767703838
2650000,0.20243527,1.0,0.7096436,0.07227809,0.0053459904,0.098283365,0.00010163066,0.028225802,0.04162675,0.791628715165651,40.59071729957806,0.7911280215038026,0.010760331939009927
2660000,0.20263918,1.0,0.7184408,0.08439513,0.0029789056,0.09784411,0.00010093688,0.025306385,0.03440054,0.8139105568240795,40.134199134199136,0.8140548670188689,0.008885579060226904
2670000,0.20798735,1.0,0.6559979,0.097167045,0.0028822906,0.09854951,0.00010015792,0.02536637,0.024703026,0.7575881670211226,46.34615384615385,0.7578381714052879,0.01410347880860522
2680000,0.22367282,1.0,0.6670335,0.1011222,0.002096254,0.092307925,9.938327e-05,0.028418904,0.054468382,0.750072424658216,46.76018099547511,0.758142454515804,0.013855449406599456
2690000,0.23363213,1.0,0.70069414,0.101941004,0.0041217683,0.0981695,9.8607925e-05,0.025774192,0.09472221,0.7947399361579023,41.36322869955157,0.7865789035069091,0.009236366431910678
2700000,0.22755605,1.0,0.6506787,0.10352988,0.0041040583,0.100171015,9.7831326e-05,0.026067967,0.059126686,0.7354755826656603,46.26222222222222,0.7351733655399746,0.01302474953337676
2710000,0.22412366,1.0,0.70089793,0.10274694,0.0047243917,0.09684816,9.706059e-05,0.02291808,0.04672403,0.759851241241461,40.8412017167382,0.7602117619289349,0.00816976646353119
2720000,0.2075333,1.0,0.7061541,0.08412657,0.0037603716,0.10001564,9.6363554e-05,0.024037234,0.047668554,0.7960098724525406,41.60337552742616,0.7957342116138603,0.009971551448774802
2730000,0.22457345,1.0,0.68815434,0.08040742,0.0027870177,0.09842867,9.5666335e-05,0.029066289,0.062299006,0.7704692194977625,44.59715639810427,0.7708483707000859,0.012492590928692988
2740000,0.20272326,1.0,0.7062228,0.08690934,0.0038879518,0.092886046,9.489096e-05,0.030999834,0.056506544,0.7623524474254952,44.13215859030837,0.7620352704882096,0.013695125318325169
2750000,0.20171459,1.0,0.6999899,0.10570984,0.0047750296,0.102859594,9.4111616e-05,0.026124349,0.04672661,0.766486316165399,43.35497835497836,0.7668095552302027,0.010894787713514391
2760000,0.21555994,1.0,0.7193667,0.10890919,0.005538677,0.09933533,9.3333736e-05,0.028143745,0.061247803,0.801398883571721,41.23504273504273,0.801302022786222,0.011192213942925645
2770000,0.19562688,1.0,0.6912472,0.11460622,0.00295184,0.09670459,9.262992e-05,0.025439411,0.05337047,0.75903984498587,42.730088495575224,0.7591460435527616,0.010803299681468974
2780000,0.2147248,1.0,0.6970583,0.10686192,0.0033241026,0.096299574,9.193058e-05,0.025707403,0.059816767,0.809175162254517,40.398305084745765,0.8088666948866337,0.009304524164527971
2790000,0.19242157,1.0,0.7027853,0.0942867,0.0034179683,0.095451154,9.1158894e-05,0.019997105,0.07824625,0.7537023010793038,44.58119658119658,0.7618227237082542,0.00955971718934226
2800000,0.18931884,1.0,0.7155499,0.09027019,0.0026830072,0.10593085,9.038702e-05,0.024542326,0.04211714,0.8267384187803694,39.21518987341772,0.8188832939174104,0.007993893661999972
2810000,0.18523659,1.0,0.7229588,0.092221566,0.0018167903,0.0954575,8.961331e-05,0.021655994,0.05545313,0.7988224268230595,41.14754098360656,0.7990519423953822,0.008584925200175647
2820000,0.18651798,1.0,0.73737085,0.08638064,0.0026081637,0.104979254,8.8846005e-05,0.021380713,0.049122,0.8029710966968632,41.078512396694215,0.8031867515002049,0.008225670410416773
2830000,0.18461569,1.0,0.74796444,0.08587137,0.0009785041,0.1001812,8.80692e-05,0.019216415,0.047113273,0.845109794442224,37.803212851405625,0.8443866980075836,0.005414156075101346
2840000,0.18396688,1.0,0.7495818,0.096422516,0.0030838237,0.09688706,8.7365086e-05,0.027663335,0.052390777,0.8116721544933857,39.967213114754095,0.8117923809856665,0.00989672663091056
2850000,0.19291085,1.0,0.7115948,0.1013916,0.0027920108,0.09967198,8.666474e-05,0.028613716,0.043864604,0.7908889124534116,40.61538461538461,0.7912592868774365,0.01132938248785929
2860000,0.18724638,1.0,0.7246242,0.121232465,0.0032806888,0.09365612,8.589137e-05,0.025105491,0.05250441,0.7937070101362488,41.57258064516129,0.7933940868146023,0.010594017205096269
2870000,0.19082288,1.0,0.74484724,0.14765494,0.0014292663,0.095381394,8.5115505e-05,0.02414572,0.04858,0.8347653007367626,38.291666666666664,0.8345505169813069,0.008206516389321551
2880000,0.17603646,1.0,0.7392543,0.13650244,0.0019381332,0.09571801,8.434658e-05,0.024159849,0.05201456,0.8022728724876463,41.431451612903224,0.8022728752224676,0.01055101360825281
2890000,0.18457863,1.0,0.74772346,0.1247003,0.0027617035,0.095506065,8.35713e-05,0.019216835,0.05009084,0.8264899015858362,39.38056680161943,0.8263765452844412,0.006996466680656108
2900000,0.18806338,1.0,0.74060035,0.115556926,0.0008862774,0.0938319,8.2876446e-05,0.014230091,0.08043277,0.8167595861901407,37.709016393442624,0.8163939657782721,0.005424358828131817
2910000,0.18502899,1.0,0.7071149,0.10835296,0.0036950023,0.095415674,8.2187275e-05,0.024819825,0.054790758,0.7882031720909071,43.41630901287554,0.78887609551605,0.009849662840282783
2920000,0.1726381,1.0,0.7371111,0.11633278,0.0022263066,0.09657405,8.1413156e-05,0.023146365,0.04272428,0.8002879019010781,40.68181818181818,0.8001893263294864,0.009060163733093336
2930000,0.15583555,1.0,0.755634,0.114298366,0.0012851004,0.096190356,8.0642836e-05,0.019561823,0.04365648,0.8354097735587684,39.18181818181818,0.8356018828021156,0.006806053806074141
2940000,0.15549637,1.0,0.7533938,0.10949259,0.0017788501,0.09796068,7.986741e-05,0.019406062,0.049396437,0.8356600760201377,38.142857142857146,0.8355595549893757,0.0060978728778002455
2950000,0.15938121,1.0,0.7495711,0.10739175,0.00029515644,0.098503426,7.910272e-05,0.014678389,0.037560053,0.8355086553114581,39.179282868525895,0.8358452664244742,0.006003622152280831
2960000,0.1704506,1.0,0.75823,0.1073905,0.000673502,0.09716345,7.832293e-05,0.016908402,0.054715533,0.8464240220487118,37.472,0.8464933614730835,0.005409011786803603
2970000,0.17378047,1.0,0.75164324,0.112529494,0.0018786166,0.10109237,7.7623146e-05,0.01900604,0.08709125,0.8102798590105058,40.30452674897119,0.810296322951101,0.00612459561611246
2980000,0.14566886,1.0,0.75255466,0.10844257,0.0010002352,0.09717156,7.692904e-05,0.025251582,0.059811942,0.825953168633682,40.570281124497996,0.8258782072239611,0.007286324003995602
2990000,0.16363864,1.0,0.7605751,0.10218651,0.0013436077,0.10065504,7.615312e-05,0.018605731,0.037587576,0.8357383030852361,38.16015625,0.8356261751231026,0.006486298517305769
3000000,0.16616204,1.0,0.75425756,0.098976865,0.0005543054,0.100730084,7.5379954e-05,0.01856393,0.03765197,0.8235242149244333,39.12096774193548,0.8232436697167086,0.006735222467902045
3010000,0.15862623,1.0,0.7607104,0.09534927,0.0003989034,0.09837769,7.4618154e-05,0.013851988,0.044113915,0.8347372764356288,38.35686274509804,0.834977809120627,0.004510994130909881
3020000,0.15604298,1.0,0.7556273,0.09874045,0.0011769683,0.09469694,7.3852556e-05,0.015079083,0.04096473,0.8344611541401197,38.41501976284585,0.8346877793078366,0.005368701001470945
3030000,0.16176331,1.0,0.76288307,0.102788,0.0015060019,0.103318736,7.308513e-05,0.016990084,0.038060162,0.8360820541311114,38.03515625,0.8359831059351563,0.005934701014211896
3040000,0.17434022,1.0,0.75805503,0.11635115,0.0028009005,0.10062094,7.238575e-05,0.029597448,0.042126797,0.8233240967817855,38.273809523809526,0.8230701410581195,0.010064856505893643
3050000,0.1710902,1.0,0.7482225,0.13220136,0.0009423848,0.092249684,7.1690534e-05,0.024049137,0.04476611,0.8316506235869638,39.11244979919679,0.8317791485642813,0.008647391583815396
3060000,0.16624612,1.0,0.75482273,0.13544285,0.00040484284,0.101766765,7.0921415e-05,0.01483644,0.04352665,0.839024956075944,38.303149606299215,0.839019722239239,0.005203743641242737
3070000,0.16722952,1.0,0.75399405,0.13190266,0.0019752942,0.09732077,7.015617e-05,0.021097554,0.0482196,0.8288500891880592,38.83935742971887,0.8283844412334503,0.007017966013189571
3080000,0.15844929,1.0,0.76317364,0.11754605,0.00057846215,0.09575085,6.938751e-05,0.017371695,0.041859426,0.8296746914787217,39.616,0.8305173686742783,0.007224081974010915
3090000,0.16783018,1.0,0.7535915,0.09114945,0.00076998875,0.09926814,6.861446e-05,0.01784392,0.040772166,0.8411973580829799,38.756,0.8405617848335509,0.0063535028496252526
3100000,0.16567323,1.0,0.75424415,0.058767643,0.0016649112,0.103653945,6.783903e-05,0.019078465,0.0348479,0.8240946908751503,39.012,0.8316213668584823,0.006190021724440158
3110000,0.16361491,1.0,0.7483368,0.03939576,0.0011863784,0.098968916,6.713843e-05,0.019984286,0.046009038,0.829282281744752,38.70564516129032,0.8218777208558975,0.007861488761151239
3120000,0.15422726,1.0,0.7581404,0.02230785,0.001348741,0.09789754,6.643977e-05,0.020599555,0.042826094,0.8292830923871536,39.773809523809526,0.8290714586064929,0.008263917541914871
3130000,0.1607773,1.0,0.7585573,0.04031535,0.0007210636,0.09778021,6.5669046e-05,0.017405298,0.05639581,0.8374672257659366,38.670682730923694,0.8379170338073408,0.00591426542642186
3140000,0.14921404,1.0,0.760974,0.052814152,0.00034715695,0.09239214,6.4896376e-05,0.014186668,0.033475287,0.8383945547448093,38.46875,0.838337269728072,0.005517715410405799
3150000,0.1538108,1.0,0.7560239,0.059721958,0.0037238926,0.094621494,6.412889e-05,0.018146928,0.026087787,0.807465407717973,37.603846153846156,0.8073936191888956,0.006213251536470264
3160000,0.16537084,1.0,0.73727834,0.07607729,0.0020584515,0.09975799,6.336131e-05,0.029463593,0.03874477,0.8236355262238729,39.08943089430894,0.8236409502058495,0.009533923242820382
3170000,0.15549421,1.0,0.74437773,0.07081524,0.0033274915,0.095086694,6.259227e-05,0.018936658,0.05560083,0.816921111099346,38.7265306122449,0.8166272406675378,0.007320974754378656
3180000,0.14572403,1.0,0.7448106,0.06322781,0.0008324071,0.10076585,6.181621e-05,0.016354024,0.039976705,0.826516493442634,39.49802371541502,0.8265955496446888,0.0062391296049337025
3190000,0.15300366,1.0,0.73610353,0.072982594,0.0038331682,0.10014589,6.111869e-05,0.017478477,0.042473376,0.8132735960207791,38.820717131474105,0.8132735990670573,0.006217483137047801
3200000,0.1519607,1.0,0.7446489,0.09450812,0.0026253527,0.10113361,6.0428363e-05,0.0117550455,0.03536464,0.8345577438300338,38.509727626459146,0.8349157261013521,0.004553588100886588
3210000,0.14718516,1.0,0.7600145,0.096013054,0.001853781,0.09730897,5.966042e-05,0.014477874,0.035108432,0.8314677258888477,37.33720930232558,0.8309559341998416,0.004335587729196198
3220000,0.15213253,1.0,0.7566166,0.07758749,0.0028347403,0.09785033,5.8891175e-05,0.025512148,0.034614652,0.8197309966895758,38.24409448818898,0.8199372861899582,0.010462536318592874
3230000,0.14980552,1.0,0.7545216,0.06217998,0.0019644513,0.098604485,5.811931e-05,0.017559495,0.040822953,0.8143255153396989,38.64313725490196,0.8146287893547731,0.006536697357089496
3240000,0.1646677,1.0,0.7446046,0.050524164,0.0019844305,0.09494762,5.734978e-05,0.016919276,0.03590048,0.8442226843761185,38.027667984189726,0.8441278286602186,0.006095467031318621
3250000,0.18348493,1.0,0.7512889,0.05291311,0.001739071,0.102903746,5.6582387e-05,0.018009694,0.08273797,0.8353821713902119,37.09205020920502,0.835119969301144,0.006166585223266083
3260000,0.17419542,1.0,0.73282355,0.071937434,0.00043942002,0.103648245,5.5888202e-05,0.015287498,0.1099169,0.7783177563811633,44.87659574468085,0.7783604243881682,0.007150913154383978
3270000,0.17500041,1.0,0.743087,0.1127398,0.0010370339,0.09602075,5.519001e-05,0.013500415,0.09054399,0.8187851479492527,40.247933884297524,0.8187201901227849,0.004633139521161424
